mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	4/4	5	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	4	2.0	0	0	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	6	6	2.0	1/2	1/2	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	8	8	4.0	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	12	12	1.0	0	0	4/4	5	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	4	13	13	1.0	1/4	1/4	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
4	4	14	14	2.0	1/2	1/2	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	16	16	2.0	0	0	4/4	5	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	18	18	2.0	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
6	6	20	20	4.0	0	0	4/4	5	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
7	7	24	24	4.0	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
8	8	28	28	4.0	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
9	9	32	32	1.0	0	0	4/4	5	1	v6/v		g	i		v6/v	v		6		v			m	1	1	-1, 3, 2		2	-1
9	9	33	33	1.0	1/4	1/4	4/4	5	1	v/v		g	i		v/v	v				v			m	1	1	2, -1, 3		2	2
9	9	34	34	2.0	1/2	1/2	4/4	5	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
10	10	36	36	2.0	0	0	4/4	5	1	V(64)/v		g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
10	10	38	38	2.0	1/2	1/2	4/4	5	1	V/v\\		g	i		V/v	V				v		\\	M	1	1	2, 6, 3		2	2
11	11	40	40	2.0	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
11	11	42	42	1.0	1/2	1/2	4/4	5	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
11	11	43	43	1.0	3/4	3/4	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
12	12	44	44	1.0	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
12	12	45	45	1.0	1/4	1/4	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
12	12	46	46	1.0	1/2	1/2	4/4	5	1	VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
12	12	47	47	1.0	3/4	3/4	4/4	5	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	48	48	2.0	0	0	4/4	5	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
13	13	50	50	6.0	1/2	1/2	4/4	5	1	V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
15	15	56	56	2.0	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
15	15	58	58	2.0	1/2	1/2	4/4	5	1	IV/IV		g	i		IV/IV	IV				IV			M	1	1	-2, 2, -1		-2	-2
16	16	60	60	1.0	0	0	4/4	5	1	ii6/IV		g	i		ii6/IV	ii		6		IV			m	1	1	-2, 2, 1		1	-2
16	16	61	61	1.0	1/4	1/4	4/4	5	1	IV/IV		g	i		IV/IV	IV				IV			M	1	1	-2, 2, -1		-2	-2
16	16	62	62	1.0	1/2	1/2	4/4	5	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
16	16	63	63	1.0	3/4	3/4	4/4	5	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
17	17	64	64	1.0	0	0	4/4	5	1	V(4)/IV		g	i		V(4)/IV	V			4	IV			M	1	1	0, -1, 1		0	0
17	17	65	65	1.0	1/4	1/4	4/4	5	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
17	17	66	66	6.0	1/2	1/2	4/4	5	1	IV\\		g	i		IV	IV						\\	M	1	1	-1, 3, 0		-1	-1
19	19	72	72	2.0	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
19	19	74	74	3.0	1/2	1/2	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
20	20	77	77	1.0	1/4	1/4	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
20	20	78	78	1.0	1/2	1/2	4/4	5	1	III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
20	20	79	79	1.0	3/4	3/4	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
21	21	80	80	2.0	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
21	21	82	82	1.0	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
21	21	83	83	1.0	3/4	3/4	4/4	5	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
22	22	84	84	1.0	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
22	22	85	85	1.0	1/4	1/4	4/4	5	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
22	22	86	86	1.0	1/2	1/2	4/4	5	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
22	22	87	87	1.0	3/4	3/4	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
23	23	88	88	6.0	0	0	4/4	5	1	I\\		g	i		I	I						\\	M	1	1	0, 4, 1		0	0
24	24	94	94	2.0	1/2	1/2	4/4	5	1	ii/III		g	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
25	25	96	96	1.0	0	0	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
25	25	97	97	1.0	1/4	1/4	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
25	25	98	98	1.0	1/2	1/2	4/4	5	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
25	25	99	99	1.0	3/4	3/4	4/4	5	1	ii/III		g	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
26	26	100	100	1.0	0	0	4/4	5	1	V7/III		g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
26	26	101	101	1.0	1/4	1/4	4/4	5	1	V(64)/III		g	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
26	26	102	102	1.0	1/2	1/2	4/4	5	1	V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
26	26	103	103	1.0	3/4	3/4	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
27	27	104	104	4.0	0	0	4/4	5	1	III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
28	28	108	108	7.0	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
29	29	115	115	3.0	3/4	3/4	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
30	30	118	118	1.0	1/2	1/2	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
30	30	119	119	1.0	3/4	3/4	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
31	31	120	120	2.0	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
31	31	122	122	1.0	1/2	1/2	4/4	5	1	V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
31	31	123	123	1.0	3/4	3/4	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
32	32	124	124	4.0	0	0	4/4	5	1	V/III\\		g	i		V/III	V				III		\\	M	1	1	-2, 2, -1		-2	-2
33	33	128	128	4.0	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
34	34	132	132	2.0	0	0	4/4	5	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
34	34	134	134	2.0	1/2	1/2	4/4	5	1	v\\	V\\	g	i		v	v						\\	m	1	1	1, -2, 2		1	1
35	35	136	136	2.0	0	0	4/4	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
35	35	138	138	1.0	1/2	1/2	4/4	5	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
35	35	139	139	1.0	3/4	3/4	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
36	36	140	140	3.0	0	0	4/4	5	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
36	36	143	143	1.0	3/4	3/4	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	144	144	1.0	0	0	4/4	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
37	37	145	145	1.0	1/4	1/4	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	146	146	1.0	1/2	1/2	4/4	5	1	#viio(2)/iv		g	i		#viio(2)/iv	#vii	o		2	iv			o	1	1	-1, 1, -2		4	-1
37	37	147	147	1.0	3/4	3/4	4/4	5	1	#viio/iv		g	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
38	38	148	148	2.0	0	0	4/4	5	1	iv\\		g	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
38	38	150	150	2.0	1/2	1/2	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
39	39	152	152	2.0	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
39	39	154	154	2.0	1/2	1/2	4/4	5	1	V6/v\\		g	i		V6/v	V		6		v		\\	M	1	1	6, 3, 2		2	6
40	40	156	156	1.0	0	0	4/4	5	1	III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
40	40	157	157	1.0	1/4	1/4	4/4	5	1	ii	VII6	g	i		ii	ii							m	1	1	2, -1, 3		2	2
40	40	158	158	4.0	1/2	1/2	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
41	41	162	162	1.0	1/2	1/2	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
41	41	163	163	1.0	3/4	3/4	4/4	5	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
42	42	164	164	1.0	0	0	4/4	5	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
42	42	165	165	1.0	1/4	1/4	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
42	42	166	166	2.0	1/2	1/2	4/4	5	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
43	43	168	168	2.0	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
43	43	170	170	2.0	1/2	1/2	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
