mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=144	144.0	𝅘𝅥	144.0	0.0	
1	1	0	0	4.0	0	0	Chord	4/4	2	1	1	1	1	0	Ich								
1	1	0	0	4.0	0	0	Chord	4/4	5	1	1	1	1	1									
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	2	ruf								
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	3	zu								
2	2	4	4	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	4									
2	2	6	6	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	5									
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	6	dir,								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	7	Herr								
3	3	8	8	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	8									
3	3	10	10	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	9									
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	10	Je-								
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	11	su								
4	4	12	12	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	12									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	13									
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	14	Christ,								
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	15	ich								
5	5	16	16	4.0	0	0	Chord	4/4	5	1	1	1	1	16									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	17	Ich								
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	18	bitt,								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	19	err-								
6	6	20	20	4.0	0	0	Chord	4/4	5	1	1	1	1	20									
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	21	bitt,								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	22	er-								
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	23	hör,								
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	24	ich								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	25	Ich								
7	7	24	24	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	26									
7	7	26	26	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	27									
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	28	hör								
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	29	mein								
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	30	bitt,								
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	31	er-								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	32	Ich								
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	33	bitt,								
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	34	er-								
8	8	28	28	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	35									
8	8	30	30	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	36									
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	37	Kla-								0
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	38									0
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	39	hör								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	40	mein								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	41	Kla-								
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	42	bitt,								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	43	er-								
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	44	hör								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	45	mein								
9	9	32	32	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	46	5								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	47	6								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	48	6								
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	49									0
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	50									
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	51									
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	52									
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	53									
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	54	hör								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	55	mein								
10	10	36	36	4.0	0	0	Chord	4/4	4	1	1	1	1	56	Kla--								
10	10	36	36	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	57	7								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	58	6	4							
11	11	40	40	4.0	0	0	Chord	4/4	1	1	1	1	1	59	gen,								
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	60									
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	61									
11	11	40	40	4.0	0	0	Chord	4/4	3	1	1	1	1	62	Kla-								
11	11	40	40	4.0	0	0	Chord	4/4	4	1	1	1	1	63	gen,								
11	11	40	40	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	64	6								1
11	11	42	42	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	65	6	4							1
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	66	ich								
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	67									
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	68									
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	69									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	70									
12	12	44	44	4.0	0	0	Chord	4/4	3	1	1	1	1	71	gen,								
12	12	44	44	4.0	0	0	Chord	4/4	4	1	1	1	1	72									
12	12	44	44	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	73		4							
12	12	46	46	0.0	1/2	1/2	StaffText	4/4	5	1	0						Die Seele Christi heilige mich  - Schütz						
12	12	46	46	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	74		3							
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	75	bitt,								
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	76	er-								
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	77									
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	78									
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	79									
13	13	50	50	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	80	ich								
13	13	48	48	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	81	6								
13	13	50	50	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	82	5								
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	83	hör								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	84	mein								
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	85									
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	86									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	87									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	88	ich								
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	89	bitt,								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	90	er-								
14	14	52	52	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	91									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	92									
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	93	Kla-								2
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	94									2
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	95									
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	96									
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	97									
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	98	bitt,								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	99	er-								
15	15	56	56	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	100	hör								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	101	mein								
15	15	56	56	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	102	5								
15	15	57	57	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	103	6								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	104	6								
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	105									2
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	106									
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	107									
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	108									
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	109									
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	110	hör								
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	111	mein								
16	16	60	60	4.0	0	0	Chord	4/4	4	1	1	1	1	112	Kla-								
