mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	14	14	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	31									
3	3	12	12	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	32									
3	3	14	14	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	33									
3	3	12	12	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	34									
3	3	14	14	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	35	7       6								
4	4	18	18	4.0	0	0	Chord	3/2	1	1	1	1	1	36									
4	4	22	22	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	37									
4	4	18	18	4.0	0	0	Chord	3/2	2	1	1	1	1	38									
4	4	22	22	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	39									
4	4	18	18	4.0	0	0	Chord	3/2	3	1	1	1	1	40									
4	4	22	22	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	41									
4	4	18	18	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	42									
4	4	20	20	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	43									
4	4	22	22	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	44									
4	4	18	18	4.0	0	0	Chord	3/2	5	1	1	1	1	45									
4	4	22	22	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	46									
4	4	18	18	4.0	0	0	Chord	3/2	6	1	1	1	1	47									
4	4	22	22	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	48									
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	49									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	50									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	51									
5	5	24	24	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	52									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	53									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	54									
5	5	24	24	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	55									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	56									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	57									
5	5	24	24	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	58									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	59									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	60									
5	5	24	24	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	61									
5	5	26	26	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	62									
5	5	24	24	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	63									
5	5	26	26	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	64									
6	6	30	30	4.0	0	0	Chord	3/2	1	1	1	1	1	65									
6	6	34	34	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	66									
6	6	30	30	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	67									
6	6	32	32	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	68									
6	6	34	34	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	69									
6	6	30	30	4.0	0	0	Chord	3/2	3	1	1	1	1	70									
6	6	34	34	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	71									
6	6	30	30	4.0	0	0	Chord	3/2	4	1	1	1	1	72									
6	6	34	34	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	73									
6	6	30	30	4.0	0	0	Chord	3/2	5	1	1	1	1	74									
6	6	34	34	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	75									
6	6	30	30	4.0	0	0	Chord	3/2	6	1	1	1	1	76									
6	6	34	34	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	77									
7	7	36	36	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	78									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	79									
7	7	36	36	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	80									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	81									
7	7	36	36	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	82									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	83									
7	7	36	36	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	84									
7	7	38	38	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	85									
7	7	40	40	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	86									
7	7	36	36	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	87									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	88									
7	7	36	36	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	89									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	90									
8	8	42	42	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	91									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	92									
8	8	46	46	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	93									
8	8	42	42	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	94									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	95									
8	8	46	46	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	96									
8	8	42	42	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	97									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	98									
8	8	46	46	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	99									
8	8	42	42	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	100									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	101									
8	8	46	46	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	102									
8	8	42	42	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	103									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	104									
8	8	46	46	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	105									
8	8	42	42	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	106									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	6	1	1/2	1/2	1	107									
8	8	46	46	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	108	6								
9	9	48	48	4.0	0	0	Chord	3/2	1	1	1	1	1	109									
9	9	52	52	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	110									
9	9	48	48	4.0	0	0	Chord	3/2	2	1	1	1	1	111									
9	9	52	52	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	112									
9	9	48	48	4.0	0	0	Chord	3/2	3	1	1	1	1	113									
9	9	52	52	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	114									
9	9	48	48	4.0	0	0	Chord	3/2	4	1	1	1	1	115									
9	9	52	52	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	116									
9	9	48	48	4.0	0	0	Chord	3/2	5	1	1	1	1	117									
9	9	52	52	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	118									
9	9	48	48	4.0	0	0	Chord	3/2	6	1	1	1	1	119									
9	9	52	52	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	120									
10	10	54	54	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	121									
10	10	56	56	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	122									
10	10	57	57	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	123									
10	10	58	58	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	124									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	125									
10	10	54	54	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	126									
10	10	56	56	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	127									
10	10	57	57	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	128									
10	10	58	58	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	129									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	130									
10	10	54	54	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	131									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	132									
10	10	58	58	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	133									
10	10	54	54	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	134									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	135									
10	10	58	58	1.0	1	1	Chord	3/2	4	1	1/4	1/4	1	136									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	137									
10	10	54	54	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	138									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	139									
10	10	58	58	1.0	1	1	Chord	3/2	5	1	1/4	1/4	1	140									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	5	1	1/4	1/4	1	141									
10	10	54	54	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	142									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	6	1	1/2	1/2	1	143									
10	10	58	58	1.0	1	1	Chord	3/2	6	1	1/4	1/4	1	144									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	6	1	1/4	1/4	1	145									
11	11	60	60	4.0	0	0	Chord	3/2	1	1	1	1	1	146									
11	11	64	64	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	147									
11	11	60	60	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	148									
11	11	62	62	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	149									
11	11	64	64	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	150									
11	11	60	60	4.0	0	0	Chord	3/2	3	1	1	1	1	151									
11	11	64	64	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	152									
11	11	60	60	4.0	0	0	Chord	3/2	4	1	1	1	1	153									
11	11	64	64	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	154									
11	11	60	60	4.0	0	0	Chord	3/2	5	1	1	1	1	155									
11	11	64	64	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	156									
11	11	60	60	4.0	0	0	Chord	3/2	6	1	1	1	1	157									
11	11	64	64	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	158	6								
12	12	66	66	4.0	0	0	Chord	3/2	1	1	1	1	1	159									
12	12	70	70	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	160									
12	12	66	66	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	161									
12	12	68	68	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	162									
12	12	69	69	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	163									
12	12	70	70	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	164									
12	12	66	66	4.0	0	0	Chord	3/2	3	1	1	1	1	165									
12	12	70	70	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	166									
12	12	66	66	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	167									
12	12	68	68	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	168									
12	12	66	66	4.0	0	0	Chord	3/2	5	1	1	1	1	169									
12	12	70	70	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	170									
12	12	66	66	4.0	0	0	Chord	3/2	6	1	1	1	1	171									
12	12	70	70	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	172									
13	13	72	72	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	173									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	174									
13	13	72	72	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	175									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	176									
13	13	72	72	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	177									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	178									
13	13	72	72	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	179									
13	13	74	74	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	180									
13	13	76	76	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	181									
13	13	72	72	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	182									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	183									
13	13	72	72	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	184									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	185									
14	14	78	78	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	186									
14	14	78	78	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	187									
14	14	78	78	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	188									
14	14	78	78	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	189									
14	14	78	78	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	190									
14	14	78	78	6.0	0	0	Chord	3/2	6	1	3/2	1	3/2	191									
15	15	84	84	0.0	0	0	StaffText	3/2	3	1	0						Solo						
15	15	84	84	4.0	0	0	Chord	3/2	3	1	1	1	1	192	A-								
15	15	88	88	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	193	ve,								
15	15	84	84	4.0	0	0	Chord	3/2	6	1	1	1	1	194									
15	15	88	88	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	195									
16	16	90	90	4.0	0	0	Chord	3/2	3	1	1	1	1	196	a-								
16	16	94	94	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	197	ve								
16	16	90	90	4.0	0	0	Chord	3/2	6	1	1	1	1	198									
16	16	94	94	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	199									
17	17	96	96	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	200	Ma-								
17	17	98	98	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	201	ri-								
17	17	96	96	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	202									
17	17	98	98	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	203									
18	18	102	102	4.0	0	0	Chord	3/2	3	1	1	1	1	204	a,								
18	18	106	106	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	205	gra-								
18	18	102	102	4.0	0	0	Chord	3/2	6	1	1	1	1	206									
18	18	106	106	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	207									
19	19	108	108	1.0	0	0	Chord	3/2	3	1	1/4	1/4	1	208	ti-								
19	19	109	109	1.0	1/4	1/4	Chord	3/2	3	1	1/4	1/4	1	209	a								
19	19	110	110	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	210	ple-								
19	19	108	108	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	211									
19	19	110	110	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	212									
20	20	116	116	0.0	1/2	1/2	StaffText	3/2	1	1	0						Solo						
20	20	116	116	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	213	Qua-								
20	20	118	118	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	214	lis,								
20	20	114	114	4.0	0	0	Chord	3/2	3	1	1	1	1	215	na,								
20	20	114	114	3.0	0	0	Chord	3/2	6	1	3/4	1/2	3/2	216									
20	20	117	117	1.0	3/4	3/4	Chord	3/2	6	1	1/4	1/4	1	217									
20	20	118	118	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	218									
21	21	120	120	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	219	qua-								
21	21	122	122	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	220	lis								
21	21	123	123	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	221	est								
21	21	124	124	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	222	i-								
21	21	120	120	3.0	0	0	Chord	3/2	6	1	3/4	1/2	3/2	223									
21	21	123	123	1.0	3/4	3/4	Chord	3/2	6	1	1/4	1/4	1	224									
21	21	124	124	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	225									
22	22	126	126	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	226	sta								
22	22	128	128	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	227	sa-								
22	22	131	131	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	228	lu-								
22	22	126	126	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	229									
22	22	129	129	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	230									
22	22	130	130	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	231									
23	23	132	132	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	232	ta-								
23	23	133	133	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	233	ti-								
23	23	134	134	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	234	o?								
23	23	134	134	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	235	a-								
23	23	136	136	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	236	ve,								
23	23	132	132	4.0	0	0	Chord	3/2	3	1	1	1	1	237									
23	23	136	136	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	238									
24	24	138	138	4.0	0	0	Chord	3/2	2	1	1	1	1	239	a-								
24	24	142	142	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	240	ve								
24	24	138	138	4.0	0	0	Chord	3/2	3	1	1	1	1	241									
24	24	142	142	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	242									
25	25	144	144	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	243	Ma-								
25	25	146	146	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	244	ri-								
25	25	144	144	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	245									
25	25	146	146	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	246									
26	26	150	150	4.0	0	0	Chord	3/2	2	1	1	1	1	247	a								
26	26	154	154	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	248	gra-								
26	26	150	150	4.0	0	0	Chord	3/2	3	1	1	1	1	249									
26	26	154	154	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	250									
27	27	156	156	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	251	ti-								
27	27	157	157	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	252	a								
27	27	158	158	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	253	ple-								
27	27	156	156	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	254									
27	27	158	158	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	255									
28	28	162	162	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	256	na.								
28	28	164	164	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	257	be-								
28	28	166	166	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	258	ne								
28	28	162	162	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	259									
28	28	164	164	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	260									
28	28	166	166	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	261	6								
29	29	168	168	4.0	0	0	Chord	3/2	2	1	1	1	1	262	di-								
29	29	172	172	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	263	cta								
29	29	168	168	4.0	0	0	Chord	3/2	3	1	1	1	1	264									
29	29	172	172	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	265									
30	30	174	174	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	266	tu,								
30	30	176	176	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	267	be-								0
30	30	177	177	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	268									
30	30	178	178	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	269	ne-								1
30	30	179	179	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	270									
30	30	174	174	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	271									
30	30	176	176	1.0	1/2	1/2	Chord	3/2	3	1	1/4	1/4	1	272									
30	30	177	177	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	273									
30	30	178	178	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	274									
31	31	180	180	4.0	0	0	Chord	3/2	2	1	1	1	1	275	di-								
31	31	184	184	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	276	cta								
31	31	180	180	4.0	0	0	Chord	3/2	3	1	1	1	1	277									
31	31	184	184	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	278									
32	32	186	186	4.0	0	0	Chord	3/2	2	1	1	1	1	279	in								
32	32	190	190	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	280	mu-								
32	32	186	186	4.0	0	0	Chord	3/2	3	1	1	1	1	281									
32	32	190	190	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	282									
33	33	194	194	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	283	Qua-								
33	33	196	196	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	284	lis,								
33	33	192	192	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	285	li-								
33	33	194	194	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	286	e-								
33	33	197	197	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	287	ri-								
33	33	192	192	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	288									
33	33	194	194	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	289	4								
34	34	198	198	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	290	qua-								
34	34	200	200	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	291	lis								
34	34	201	201	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	292	est								
34	34	202	202	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	293	i-								
34	34	198	198	4.0	0	0	Chord	3/2	2	1	1	1	1	294	bus.								
34	34	198	198	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	295									
34	34	200	200	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	296									
34	34	202	202	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	297									
35	35	204	204	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	298	sta								
35	35	206	206	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	299	sa-								
35	35	209	209	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	300	lu-								
35	35	204	204	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	301									
35	35	207	207	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	302									
35	35	208	208	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	303									
36	36	210	210	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	304	ta-								
36	36	211	211	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	305	ti-								
36	36	212	212	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	306	o?								
36	36	210	210	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	307									
36	36	213	213	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	308									
36	36	214	214	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	309									
37	37	216	216	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	310	Ne								
37	37	218	218	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	311	ti-								
37	37	219	219	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	312	me-								
37	37	220	220	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	313	as,								
37	37	221	221	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	314	Ma-								
37	37	216	216	4.0	0	0	Chord	3/2	3	1	1	1	1	315									
37	37	220	220	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	316									
38	38	222	222	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	317	ri-								
38	38	224	224	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	318	a,								
38	38	222	222	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	319									
38	38	225	225	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	320									
38	38	226	226	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	321									
39	39	228	228	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	322	ne								
