mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	4.0	-1	4/4	1	0					firstMeasure	2
2	2	4	4.0	-1	4/4	1	0						3
3	3	8	4.0	-1	4/4	1	0						4
4	4	12	4.0	-1	4/4	1	0				line		5
5	5	16	4.0	-1	4/4	1	0						6
6	6	20	4.0	-1	4/4	1	0						7
7	7	24	4.0	-1	4/4	1	0						8
8	8	28	4.0	-1	4/4	1	0				line		9
9	9	32	4.0	-1	4/4	1	0						10
10	10	36	4.0	-1	4/4	1	0						11
11	11	40	4.0	-1	4/4	1	0						12
12	12	44	4.0	-1	4/4	1	0						13
13	13	48	4.0	-1	4/4	1	0			double			14
14	14	52	6.0	-1	3/2	3/2	0				line		15
15	15	58	6.0	-1	3/2	3/2	0						16
16	16	64	6.0	-1	3/2	3/2	0						17
17	17	70	6.0	-1	3/2	3/2	0			double			18
18	18	76	4.0	-1	4/4	1	0						19
19	19	80	4.0	-1	4/4	1	0						20
20	20	84	4.0	-1	4/4	1	0						21
21	21	88	4.0	-1	4/4	1	0						22
22	22	92	4.0	-1	4/4	1	0						23
23	23	96	4.0	-1	4/4	1	0				line		24
24	24	100	4.0	-1	4/4	1	0						25
25	25	104	4.0	-1	4/4	1	0						26
26	26	108	4.0	-1	4/4	1	0						27
27	27	112	4.0	-1	4/4	1	0						28
28	28	116	4.0	-1	4/4	1	0				line		29
29	29	120	4.0	-1	4/4	1	0						30
30	30	124	4.0	-1	4/4	1	0						31
31	31	128	4.0	-1	4/4	1	0			double			32
32	32	132	6.0	-1	3/2	3/2	0						33
33	33	138	6.0	-1	3/2	3/2	0						34
34	34	144	6.0	-1	3/2	3/2	0						35
35	35	150	6.0	-1	3/2	3/2	0			double			36
36	36	156	4.0	-1	4/4	1	0						37
37	37	160	4.0	-1	4/4	1	0						38
38	38	164	4.0	-1	4/4	1	0						39
39	39	168	4.0	-1	4/4	1	0						40
40	40	172	4.0	-1	4/4	1	0				line		41
41	41	176	4.0	-1	4/4	1	0						42
42	42	180	4.0	-1	4/4	1	0						43
43	43	184	4.0	-1	4/4	1	0						44
44	44	188	4.0	-1	4/4	1	0						45
45	45	192	4.0	-1	4/4	1	0						46
46	46	196	4.0	-1	4/4	1	0				line		47
47	47	200	4.0	-1	4/4	1	0						48
48	48	204	4.0	-1	4/4	1	0						49
49	49	208	4.0	-1	4/4	1	0			double			50
50	50	212	6.0	-1	3/2	3/2	0						51
51	51	218	6.0	-1	3/2	3/2	0						52
52	52	224	6.0	-1	3/2	3/2	0				line		53
53	53	230	6.0	-1	3/2	3/2	0			double			54
54	54	236	4.0	-1	4/4	1	0						55
55	55	240	4.0	-1	4/4	1	0						56
56	56	244	4.0	-1	4/4	1	0						57
57	57	248	4.0	-1	4/4	1	0						58
58	58	252	4.0	-1	4/4	1	0						59
59	59	256	4.0	-1	4/4	1	0				line		60
60	60	260	4.0	-1	4/4	1	0						61
61	61	264	4.0	-1	4/4	1	0						62
62	62	268	4.0	-1	4/4	1	0						63
63	63	272	4.0	-1	4/4	1	0						64
64	64	276	4.0	-1	4/4	1	0			double			65
65	65	280	6.0	-1	3/2	3/2	0				line		66
66	66	286	6.0	-1	3/2	3/2	0						67
67	67	292	6.0	-1	3/2	3/2	0						68
68	68	298	6.0	-1	3/2	3/2	0			double			69
69	69	304	4.0	-1	4/4	1	0						70
70	70	308	4.0	-1	4/4	1	0						71
71	71	312	4.0	-1	4/4	1	0						72
72	72	316	4.0	-1	4/4	1	0				line		73
73	73	320	4.0	-1	4/4	1	0						74
74	74	324	4.0	-1	4/4	1	0						75
75	75	328	4.0	-1	4/4	1	0						76
76	76	332	4.0	-1	4/4	1	0						77
77	77	336	4.0	-1	4/4	1	0			double			78
78	78	340	6.0	-1	3/2	3/2	0				line		79
79	79	346	6.0	-1	3/2	3/2	0						80
80	80	352	6.0	-1	3/2	3/2	0						81
81	81	358	6.0	-1	3/2	3/2	0			double			82
82	82	364	4.0	-1	4/4	1	0						83
83	83	368	4.0	-1	4/4	1	0						84
84	84	372	4.0	-1	4/4	1	0						85
85	85	376	4.0	-1	4/4	1	0			end	line	lastMeasure	-1
